jugador_id;nombre;equipo;posicion;nacionalidad;temporada;partidos;minutos;goles;asistencias;contrib;xg;xa;salario_eur;goles_por90;asistencias_por90;contrib_por90;xg_por90;xa_por90
215;Jugador_215;Equipo_06;FWD;CRO;2023/24;21;1706;9;4;13;14,105825772951286;7,881227759982017;1220808,0;0,47479484173505276;0,21101992966002342;0,6858147713950762;0,7441525906011817;0,41577403188650736
216;Jugador_216;Equipo_20;GK;CMR;2022/23;35;2759;0;0;0;3,2093751674621105;8,816502842347663;502156,0;0,0;0,0;0,0;0,10469146976135918;0,28759886038828913
216;Jugador_216;Equipo_20;GK;CMR;2023/24;35;2864;0;0;0;2,082144791284018;7,149342791682463;502156,0;0,0;0,0;0,0;0,0654305276590648;0,22466510169393214
217;Jugador_217;Equipo_17;MID;URU;2022/23;22;1781;3;5;8;3,445885094307462;11,573820498384212;1350208,0;0,15160022459292533;0,25266704098820886;0,40426726558113424;0,1741323180728083;0,5848645956510832
217;Jugador_217;Equipo_17;MID;URU;2023/24;26;2222;1;6;7;3,5429037057368435;14,273197943761701;1350208,0;0,0405040504050405;0,24302430243024303;0,28352835283528355;0,1435019502773699;0,5781223289552444
218;Jugador_218;Equipo_17;FWD;GER;2022/23;26;2077;8;4;12;16,30939608627696;9,08624920607194;1444055,0;0,3466538276360135;0,17332691381800674;0,5199807414540202;0,7067143224674658;0,39372288326744087
218;Jugador_218;Equipo_17;FWD;GER;2023/24;25;2089;10;2;12;16,618511286599382;8,270663516096576;1444055,0;0,430828147438966;0,0861656294877932;0,5169937769267592;0,7159722430799159;0,3563234640730933
219;Jugador_219;Equipo_07;MID;ENG;2022/23;26;2201;1;2;3;4,097235643443116;8,675910015125986;662661,0;0,0408905043162199;0,0817810086324398;0,1226715129486597;0,16753803176278076;0,35476233592064454
219;Jugador_219;Equipo_07;MID;ENG;2023/24;28;2322;4;3;7;6,545698003478681;12,45796877628355;662661,0;0,15503875968992248;0,11627906976744186;0,2713178294573643;0,25370922494103415;0,4828670068326958
220;Jugador_220;Equipo_06;DEF;GER;2022/23;24;1972;0;1;1;3,5673165265452114;6,259965275608125;580746,0;0,0;0,04563894523326572;0,04563894523326572;0,16280856358472062;0,28569821237562437
220;Jugador_220;Equipo_06;DEF;GER;2023/24;28;2394;0;2;2;4,279687160714813;11,351835325350432;580746,0;0,0;0,07518796992481203;0,07518796992481203;0,16089049476371478;0,4267607265169336
221;Jugador_221;Equipo_13;MID;POR;2022/23;27;2321;1;3;4;3,8892321641612377;10,14273474429539;927882,0;0,03877638948728996;0,11632916846186989;0,15510555794915984;0,1508103812040118;0,3932986329110664
221;Jugador_221;Equipo_13;MID;POR;2023/24;23;1967;1;3;4;2,870139544317848;10,27906424418078;927882,0;0,045754956786985254;0,13726487036095578;0,18301982714794102;0,1313231108228807;0,4703181403031369
222;Jugador_222;Equipo_02;MID;GER;2022/23;28;2332;2;5;7;5,937209711831958;14,858304575103256;933481,0;0,07718696397941681;0,19296740994854203;0,2701543739279588;0,2291375960827085;0,5734337100168495
222;Jugador_222;Equipo_02;MID;GER;2023/24;24;2031;1;3;4;5,435049228758695;9,884319089071012;933481,0;0,044313146233382575;0,1329394387001477;0,1772525849335303;0,2408441312596172;0,4380052772114186
223;Jugador_223;Equipo_09;FWD;NED;2022/23;23;1795;8;2;10;14,090553531199319;6,662282270775113;820171,0;0,4011142061281337;0,10027855153203342;0,5013927576601671;0,7064901491966232;0,3340420080054374
223;Jugador_223;Equipo_09;FWD;NED;2023/24;24;2020;18;2;20;23,71738712724894;8,041723649542199;820171,0;0,8019801980198019;0,0891089108910891;0,8910891089108911;1,056715268045745;0,35829461804890983
224;Jugador_224;Equipo_07;DEF;FRA;2022/23;21;1787;0;2;2;3,0533716076781627;8,140303602806132;845501,0;0,0;0,10072747621712368;0,10072747621712368;0,15377920799722142;0,40997611877591034
224;Jugador_224;Equipo_07;DEF;FRA;2023/24;26;2108;0;2;2;2,5417919031904415;7,229542589747076;845501,0;0,0;0,08538899430740038;0,08538899430740038;0,1085205271760625;0,3086616855205109
225;Jugador_225;Equipo_11;MID;ENG;2022/23;23;1782;2;3;5;3,3990368177199453;9,343224385613025;1381744,0;0,10101010101010102;0,15151515151515152;0,2525252525252525;0,171668526147472;0,4718800194754053
225;Jugador_225;Equipo_11;MID;ENG;2023/24;22;1749;1;3;4;2,5155587254374483;10,226029330436937;1381744,0;0,051457975986277875;0,15437392795883362;0,2058319039451115;0,129445560485632;0,5262107717205972
226;Jugador_226;Equipo_03;FWD;CMR;2022/23;21;1620;8;2;10;9,6187105068891;4,647804521701335;1113938,0;0,4444444444444444;0,1111111111111111;0,5555555555555556;0,5343728059382833;0,25821136231674086
226;Jugador_226;Equipo_03;FWD;CMR;2023/24;29;2314;9;4;13;13,557115221007574;7,763352615053269;1113938,0;0,3500432152117545;0,15557476231633535;0,5056179775280899;0,5272862445508564;0,3019454344662032
227;Jugador_227;Equipo_15;DEF;CRO;2022/23;31;2538;1;0;1;4,252225640239811;6,530921275061703;783686,0;0,03546099290780142;0,0;0,03546099290780142;0,15078814327091528;0,23159295301637245
227;Jugador_227;Equipo_15;DEF;CRO;2023/24;28;2244;0;1;1;4,226374345826881;10,90191012344007;783686,0;0,0;0,040106951871657755;0,040106951871657755;0,16950699247968773;0,43724238462994935
228;Jugador_228;Equipo_20;FWD;ENG;2022/23;23;1888;3;3;6;11,030747828216942;6,760287360884448;708287,0;0,1430084745762712;0,1430084745762712;0,2860169491525424;0,5258301401162737;0,32225946105911035
228;Jugador_228;Equipo_20;FWD;ENG;2023/24;27;2171;9;1;10;15,604185045608258;5,61792422552445;708287,0;0,37309995393827733;0,041455550437586364;0,41455550437586364;0,646880080195644;0,23289414108576717
229;Jugador_229;Equipo_02;MID;NED;2022/23;29;2403;1;3;4;5,394672024413906;10,427856943575145;1049932,0;0,03745318352059925;0,11235955056179775;0,149812734082397;0,20204764136381673;0,3905564398342751
229;Jugador_229;Equipo_02;MID;NED;2023/24;27;2327;0;6;6;4,85301040437982;12,922356408117611;1049932,0;0,0;0,23205844434894712;0,23205844434894712;0,1876970074749393;0,4997903208984036
230;Jugador_230;Equipo_05;DEF;URU;2022/23;26;2227;2;1;3;5,895851187726072;5,30992570320192;616390,0;0,08082622361921868;0,04041311180960934;0,12123933542882803;0,2382696932623918;0,21459062114421767
230;Jugador_230;Equipo_05;DEF;URU;2023/24;25;2043;2;2;4;8,35839677831317;6,7538228798086335;616390,0;0,0881057268722467;0,0881057268722467;0,1762114537444934;0,3682113118199634;0,29752523699597505
231;Jugador_231;Equipo_08;DEF;ITA;2022/23;29;2486;1;0;1;3,908454183480821;4,6709586768908204;1093867,0;0,036202735317779566;0,0;0,036202735317779566;0,14149673230622442;0,16910148065976421
231;Jugador_231;Equipo_08;DEF;ITA;2023/24;27;2177;1;1;2;4,092023236794572;7,314026576658771;1093867,0;0,04134129536058796;0,04134129536058796;0,08268259072117592;0,16916954125471356;0,3023713329808403
232;Jugador_232;Equipo_17;MID;ESP;2022/23;32;2581;1;4;5;4,4543183223914955;12,989470119453486;680651,0;0,03487020534676482;0,13948082138705928;0,1743510267338241;0,15532299458164842;0,45294549041100884
232;Jugador_232;Equipo_17;MID;ESP;2023/24;27;2205;2;4;6;4,988293747180595;13,012321430566434;680651,0;0,0816326530612245;0,163265306122449;0,24489795918367346;0,2036038264155345;0,531115160431283
233;Jugador_233;Equipo_10;FWD;ENG;2022/23;25;2063;11;3;14;17,81384911354892;8,587385253413661;1374265,0;0,47988366456616577;0,13087736306349976;0,6107610276296656;0,7771431993307818;0,3746314458590545
233;Jugador_233;Equipo_10;FWD;ENG;2023/24;26;2141;3;7;10;13,22657109628301;12,817119407253497;1374265,0;0,12610929472209248;0,29425502101821577;0,42036431574030825;0,5559978508479547;0,5387859629391941
234;Jugador_234;Equipo_13;MID;URU;2022/23;31;2482;2;2;4;5,956141630882698;13,589182154999477;569256,0;0,072522159548751;0,072522159548751;0,145044319097502;0,21597612682491651;0,4927584181909561
234;Jugador_234;Equipo_13;MID;URU;2023/24;26;2075;2;5;7;4,467971699444999;12,133642576619277;569256,0;0,08674698795180723;0,2168674698795181;0,3036144578313253;0,1937915435903855;0,5262784732027638
235;Jugador_235;Equipo_19;GK;ITA;2022/23;32;2633;0;0;0;3,585250768730165;8,038163128622474;568166,0;0,0;0,0;0,0;0,12254939961477966;0,27475681032131505
235;Jugador_235;Equipo_19;GK;ITA;2023/24;35;2914;0;0;0;3,944865038872151;7,525220887924337;568166,0;0,0;0,0;0,0;0,12183865940236567;0,23241931362841123
236;Jugador_236;Equipo_06;DEF;FRA;2022/23;32;2631;1;0;1;3,233775050467723;7,9544184527539175;723492,0;0,03420752565564424;0,0;0,03420752565564424;0,11061944300345687;0,27210097329830957
236;Jugador_236;Equipo_06;DEF;FRA;2023/24;25;2006;0;2;2;3,100572049480598;9,12094826792602;723492,0;0,0;0,08973080757726819;0,08973080757726819;0,1391084169756998;0,4092150269757437
237;Jugador_237;Equipo_07;DEF;URU;2022/23;23;1793;1;1;2;4,483281558897872;8,636988271113793;1088224,0;0,0501952035694367;0,0501952035694367;0,1003904071388734;0,22503923050798016;0,4335353844953939
237;Jugador_237;Equipo_07;DEF;URU;2023/24;26;2162;1;0;1;4,715375503866137;4,917751644254864;1088224,0;0,041628122109158186;0,0;0,041628122109158186;0,19629222726547285;0,20471676594955493
238;Jugador_238;Equipo_15;FWD;POR;2022/23;26;2084;7;1;8;17,01523672905079;6,092960796373191;1298646,0;0,30230326295585414;0,04318618042226487;0,345489443378119;0,7348230833083356;0,2631317042579593
238;Jugador_238;Equipo_15;FWD;POR;2023/24;30;2439;7;5;12;15,933733710796059;10,493042664476313;1298646,0;0,25830258302583026;0,18450184501845018;0,44280442804428044;0,5879606535349099;0,38719714629063884
239;Jugador_239;Equipo_03;MID;ARG;2022/23;22;1832;1;1;2;5,063750161817495;5,375043277236937;893085,0;0,04912663755458515;0,04912663755458515;0,0982532751091703;0,24876501886657998;0,2640578029210286
239;Jugador_239;Equipo_03;MID;ARG;2023/24;29;2479;3;2;5;4,858434068766778;10,895818238308642;893085,0;0,108914885034288;0,07260992335619201;0,18152480839048002;0,17638526268213395;0,39557226359329484
240;Jugador_240;Equipo_07;FWD;URU;2022/23;23;1854;7;4;11;11,44796157128192;5,9785448011908295;1454461,0;0,33980582524271846;0,19417475728155337;0,5339805825242718;0,5557262898680544;0,29022062141703053
240;Jugador_240;Equipo_07;FWD;URU;2023/24;25;2101;8;1;9;16,207841455861892;4,8060871141036845;1454461,0;0,3426939552594003;0,042836744407425034;0,38553069966682535;0,6942911618408235;0,20587712530667854
241;Jugador_241;Equipo_05;FWD;NED;2022/23;25;1962;11;5;16;18,178490949726626;9,054485560064858;1339908,0;0,5045871559633027;0,22935779816513763;0,7339449541284404;0,833875731638836;0,4153433743149018
241;Jugador_241;Equipo_05;FWD;NED;2023/24;24;1972;11;9;20;16,927748956762343;12,326586467003745;1339908,0;0,5020283975659229;0,4107505070993915;0,9127789046653144;0,7725646075601474;0,5625724046806984
242;Jugador_242;Equipo_06;MID;ITA;2022/23;30;2562;3;4;7;5,580682643609195;11,51546940872796;1278681,0;0,1053864168618267;0,1405152224824356;0,2459016393442623;0,1960427158176532;0,4045246864892726
242;Jugador_242;Equipo_06;MID;ITA;2023/24;28;2330;1;2;3;5,799741909028752;8,013433482630992;1278681,0;0,03862660944206008;0,07725321888412016;0,11587982832618027;0,22402436558480154;0,3095317654235147
243;Jugador_243;Equipo_01;DEF;URU;2022/23;27;2316;2;1;3;5,829803444174704;7,8574858713772775;842037,0;0,07772020725388601;0,038860103626943004;0,11658031088082901;0,22654676596533826;0,30534271520896156
243;Jugador_243;Equipo_01;DEF;URU;2023/24;33;2766;2;1;3;5,885588822711711;9,746738603623099;842037,0;0,0650759219088937;0,03253796095444685;0,09761388286334056;0,19150505930732248;0,3171390001178882
244;Jugador_244;Equipo_02;FWD;ESP;2022/23;27;2104;11;3;14;19,81852331416727;7,974765157048337;1134597,0;0,4705323193916349;0,12832699619771865;0,5988593155893536;0,847750521993847;0,34112588599541366
244;Jugador_244;Equipo_02;FWD;ESP;2023/24;25;2074;8;3;11;14,794610352290768;5,864759401943977;1134597,0;0,3471552555448409;0,13018322082931535;0,4773384763741562;0,6420033421919812;0,25449775611135866
245;Jugador_245;Equipo_14;MID;URU;2022/23;27;2375;5;2;7;9,201194796029961;10,17717121448982;796210,0;0,18947368421052632;0,07578947368421053;0,26526315789473687;0,3486768554285038;0,38566122497014055
245;Jugador_245;Equipo_14;MID;URU;2023/24;26;2083;2;3;5;4,538776202057098;10,866040138060534;796210,0;0,08641382621219394;0,12962073931829093;0,2160345655304849;0,19610650897030185;0,4694880520525435
246;Jugador_246;Equipo_03;FWD;NED;2022/23;30;2480;10;3;13;17,671587464843384;8,955796702521324;1137958,0;0,3629032258064516;0,10887096774193548;0,4717741935483871;0,6413076096112519;0,32500875130117707
246;Jugador_246;Equipo_03;FWD;NED;2023/24;28;2358;7;2;9;16,309589439811962;7,786905778633859;1137958,0;0,26717557251908397;0,07633587786259542;0,34351145038167935;0,622503413733281;0,29721014422266634
247;Jugador_247;Equipo_19;FWD;CRO;2022/23;24;1998;5;3;8;14,72451311994031;6,393308601493099;1443605,0;0,22522522522522523;0,13513513513513514;0,36036036036036034;0,6632663567540681;0,2879868739411306
247;Jugador_247;Equipo_19;FWD;CRO;2023/24;25;2039;8;5;13;14,094753898862063;10,037224888826712;1443605,0;0,35311427170181464;0,22069641981363414;0,5738106915154487;0,6221323447266236;0,4430359195656714
248;Jugador_248;Equipo_04;MID;CRO;2022/23;21;1790;2;2;4;5,3634313794581026;8,79540070101189;547913,0;0,10055865921787709;0,10055865921787709;0,20111731843575417;0,2696697341626979;0,442226850888866
248;Jugador_248;Equipo_04;MID;CRO;2023/24;27;2296;0;4;4;2,791779467274271;11,023110463335323;547913,0;0,0;0,156794425087108;0,156794425087108;0,1094338641353155;0,4320905669425867
249;Jugador_249;Equipo_04;FWD;NED;2022/23;23;1992;6;6;12;14,255500801288111;10,537375795567593;1100160,0;0,27108433734939763;0,27108433734939763;0,5421686746987953;0,6440738313834989;0,476086255823837
249;Jugador_249;Equipo_04;FWD;NED;2023/24;23;1964;10;3;13;13,517268407877305;8,877081019449456;1100160,0;0,45824847250509165;0,13747454175152748;0,5957230142566191;0,6194267600351107;0,4067908817466655
250;Jugador_250;Equipo_20;DEF;POR;2022/23;26;2179;2;0;2;4,21131852992981;7,542499830710978;721598,0;0,08260670032124828;0,0;0,08260670032124828;0,17394156387961582;0,3115305115943038
250;Jugador_250;Equipo_20;DEF;POR;2023/24;21;1671;1;1;2;4,283033895996597;4,8647461565044035;721598,0;0,05385996409335727;0,05385996409335727;0,10771992818671454;0,2306840518490088;0,2620150533126249
251;Jugador_251;Equipo_10;MID;ITA;2022/23;31;2629;2;6;8;4,348648235962081;15,010549521383822;797205,0;0,06846709775580069;0,20540129326740206;0,27386839102320276;0,148869661938603;0,5138643807244367
251;Jugador_251;Equipo_10;MID;ITA;2023/24;29;2436;1;6;7;4,377245113727995;15,48712229794403;797205,0;0,03694581280788177;0,22167487684729065;0,25862068965517243;0,1617208785860097;0,5721843213526119
252;Jugador_252;Equipo_13;DEF;ENG;2022/23;16;1319;1;0;1;2,909992229316309;4,0421314300330735;986982,0;0,06823351023502654;0,0;0,06823351023502654;0,19855898456290205;0,27580881630248416
252;Jugador_252;Equipo_13;DEF;ENG;2023/24;23;1917;0;0;0;3,2152318092218333;4,36185727161105;986982,0;0,0;0,0;0,0;0,15094985019820814;0,2047820315310352
253;Jugador_253;Equipo_10;DEF;ESP;2022/23;25;2001;1;1;2;2,3649141887799203;4,887170456295295;1340810,0;0,04497751124437781;0,04497751124437781;0,08995502248875561;0,1063679545178375;0,21981276415121268
253;Jugador_253;Equipo_10;DEF;ESP;2023/24;28;2292;1;1;2;3,960643381231966;6,6828153556749115;1340810,0;0,03926701570680628;0,03926701570680628;0,07853403141361257;0,15552264585989398;0,262414215536973
254;Jugador_254;Equipo_04;MID;URU;2022/23;21;1652;1;5;6;2,7967249979164692;11,288092121927262;794889,0;0,05447941888619855;0,27239709443099275;0,3268765133171913;0,1523639526709941;0,6149686991364731
254;Jugador_254;Equipo_04;MID;URU;2023/24;24;2001;0;5;5;4,569301822006865;15,150583234846032;794889,0;0,0;0,22488755622188908;0,22488755622188908;0,20551582407826977;0,6814355278041694
255;Jugador_255;Equipo_07;MID;ARG;2022/23;27;2154;2;4;6;5,574369182796742;12,956065197427316;529003,0;0,08356545961002786;0,1671309192200557;0,25069637883008355;0,23291236139819255;0,5413397714802499
255;Jugador_255;Equipo_07;MID;ARG;2023/24;25;2071;2;1;3;5,614815539402046;7,125082804101514;529003,0;0,08691453404152583;0,04345726702076291;0,13037180106228874;0,24400453816812367;0,30963662596288566
256;Jugador_256;Equipo_10;FWD;CMR;2022/23;25;2012;4;2;6;9,6076875335395;5,208384092994744;848718,0;0,17892644135188865;0,08946322067594432;0,268389662027833;0,42976733499928177;0,23297940773833348
256;Jugador_256;Equipo_10;FWD;CMR;2023/24;28;2196;10;4;14;18,860291384726498;10,706996822321376;848718,0;0,4098360655737705;0,16393442622950818;0,5737704918032788;0,7729627616691188;0,4388113451771055
257;Jugador_257;Equipo_09;MID;CMR;2022/23;23;1771;2;5;7;4,122860478588974;10,847030576116062;740233,0;0,10163749294184077;0,2540937323546019;0,3557312252964427;0,20951860139639053;0,5512324968099636
257;Jugador_257;Equipo_09;MID;CMR;2023/24;30;2627;2;7;9;8,240757522165033;14,647977664267028;740233,0;0,06851922344880092;0,2398172820708032;0,3083365055196041;0,28232515302430644;0,5018340273254787
258;Jugador_258;Equipo_07;MID;NED;2022/23;23;1778;1;3;4;2,2492394985202924;10,916374500839138;990683,0;0,05061867266591676;0,15185601799775028;0,20247469066366705;0,11385351792284944;0,5525723875565368
258;Jugador_258;Equipo_07;MID;NED;2023/24;23;1852;2;1;3;6,139597262550058;6,340945936464141;990683,0;0,09719222462203024;0,04859611231101512;0,14578833693304535;0,2983605581152836;0,30814532088648633
259;Jugador_259;Equipo_10;MID;FRA;2022/23;29;2308;3;6;9;7,350536367535683;13,038996191029902;860485,0;0,11698440207972272;0,23396880415944543;0,3509532062391681;0,28663270064047286;0,5084530577091383
259;Jugador_259;Equipo_10;MID;FRA;2023/24;32;2650;2;5;7;6,820658266090888;13,874829956199179;860485,0;0,06792452830188679;0,16981132075471697;0,2377358490566038;0,23164499771629432;0,4712206400218589
260;Jugador_260;Equipo_06;GK;BRA;2022/23;35;2866;0;0;0;4,075306503724142;11,275205009829735;1064495,0;0,0;0,0;0,0;0,12797543103111403;0,3540713366659721
260;Jugador_260;Equipo_06;GK;BRA;2023/24;32;2622;0;0;0;3,9945791918670523;6,239228718135887;1064495,0;0,0;0,0;0,0;0,1371137022379995;0,214161168814733
261;Jugador_261;Equipo_07;FWD;CMR;2022/23;23;1821;7;3;10;15,762058481750797;6,193498620851681;805466,0;0,34596375617792424;0,14827018121911037;0,4942339373970346;0,7790144224918022;0,306103720964663
261;Jugador_261;Equipo_07;FWD;CMR;2023/24;24;1996;7;4;11;12,962423480162219;9,699146430795507;805466,0;0,3156312625250501;0,18036072144288576;0,4959919839679359;0,5844780126325649;0,437336261909617
262;Jugador_262;Equipo_05;MID;GER;2022/23;24;1786;1;4;5;4,162517897350421;12,758004465540354;1111834,0;0,05039193729003359;0,20156774916013437;0,251959686450168;0,2097573408519249;0,6429005609734781
262;Jugador_262;Equipo_05;MID;GER;2023/24;26;1955;2;2;4;5,833462040345234;11,247971948583805;1111834,0;0,09207161125319692;0,09207161125319692;0,18414322250639384;0,2685481246194737;0,5178094503184361
263;Jugador_263;Equipo_17;FWD;NED;2022/23;25;1961;6;5;11;12,831452613888452;8,182021669531338;1191507,0;0,27536970933197347;0,22947475777664458;0,504844467108618;0,5888988960989091;0,3755134881477922
263;Jugador_263;Equipo_17;FWD;NED;2023/24;27;2225;8;4;12;15,40512674367022;10,974624465410159;1191507,0;0,32359550561797756;0,16179775280898878;0,4853932584269663;0,623128722215874;0,4439173941064783
264;Jugador_264;Equipo_13;MID;ITA;2022/23;27;2225;1;4;5;4,7954272198867525;11,967022243729016;1141120,0;0,040449438202247195;0,16179775280898878;0,20224719101123598;0,19397233698418326;0,48405932671263435
264;Jugador_264;Equipo_13;MID;ITA;2023/24;26;2136;2;1;3;5,494171783180888;10,581312418580511;1141120,0;0,08426966292134831;0,042134831460674156;0,12640449438202248;0,23149600210031832;0,4458418153896283
265;Jugador_265;Equipo_15;MID;URU;2022/23;18;1522;1;0;1;2,9243023932976846;3,562500726496345;323754,0;0,05913272010512484;0,0;0,05913272010512484;0,17292195492561865;0,21066035833421226
265;Jugador_265;Equipo_15;MID;URU;2023/24;23;1810;0;4;4;2,45902277439714;10,031155858227764;323754,0;0,0;0,1988950276243094;0,1988950276243094;0,12227185066063126;0,4987867553814911
266;Jugador_266;Equipo_11;MID;ESP;2022/23;24;1926;4;3;7;7,58330512734374;11,345743029223318;1120303,0;0,18691588785046728;0,14018691588785046;0,3271028037383178;0,35436005267961407;0,5301749079076317
266;Jugador_266;Equipo_11;MID;ESP;2023/24;30;2416;2;5;7;4,2924951221831495;15,473454412038894;1120303,0;0,07450331125827815;0,18625827814569537;0,26076158940397354;0,15990255008132595;0,5764117951504555
267;Jugador_267;Equipo_15;DEF;ITA;2022/23;21;1895;1;1;2;2,6802859457514394;4,960833447187695;635666,0;0,047493403693931395;0,047493403693931395;0,09498680738786279;0,12729590243674382;0,2356068655656425
267;Jugador_267;Equipo_15;DEF;ITA;2023/24;31;2519;2;0;2;5,0731401733327575;8,702395277474134;635666,0;0,07145692735212386;0,0;0,07145692735212386;0,18125550440648994;0,31092321356596747
268;Jugador_268;Equipo_20;MID;CMR;2022/23;27;2197;7;3;10;9,767444549650621;12,093095835490397;912408,0;0,2867546654528903;0,12289485662266728;0,40964952207555755;0,40012289916638866;0,49539309294225564
268;Jugador_268;Equipo_20;MID;CMR;2023/24;30;2415;5;4;9;9,348442554953142;9,092787091154706;912408,0;0,1863354037267081;0,14906832298136646;0,3354037267080745;0,34838916353862637;0,33886163072626235
269;Jugador_269;Equipo_04;MID;CMR;2022/23;26;2150;0;3;3;2,7960712737482116;10,612586297253987;598212,0;0,0;0,12558139534883722;0,12558139534883722;0,117044844017367;0,44424779848970175
269;Jugador_269;Equipo_04;MID;CMR;2023/24;26;2148;1;7;8;2,6555724157100125;15,247585993798502;598212,0;0,04189944134078212;0,29329608938547486;0,33519553072625696;0,11126700065824076;0,6388653349356914
270;Jugador_270;Equipo_15;MID;NED;2022/23;27;2128;2;2;4;4,1070143148523295;11,20023553787507;944865,0;0,08458646616541353;0,08458646616541353;0,16917293233082706;0,1736989136920628;0,47369417218456594
270;Jugador_270;Equipo_15;MID;NED;2023/24;24;2055;3;4;7;6,508717955590549;10,123494609382881;944865,0;0,1313868613138686;0,17518248175182483;0,30656934306569344;0,285053341120754;0,4433647274182284
271;Jugador_271;Equipo_16;DEF;CRO;2022/23;26;2139;0;0;0;4,241152205033305;7,3520899200807035;430966,0;0,0;0,0;0,0;0,17844960189480946;0,30934459691784166
271;Jugador_271;Equipo_16;DEF;CRO;2023/24;28;2349;0;3;3;4,043965745746386;8,748699473618492;430966,0;0,0;0,1149425287356322;0,1149425287356322;0,15494121631212207;0,3351992135486012
272;Jugador_272;Equipo_17;MID;ITA;2022/23;28;2313;1;3;4;1,8766771538747646;9,726539276514625;1080348,0;0,038910505836575876;0,11673151750972763;0,1556420233463035;0,07302245734921263;0,3784645632885068
272;Jugador_272;Equipo_17;MID;ITA;2023/24;35;2949;1;11;12;6,647168562211447;20,673222133424037;1080348,0;0,030518819938962362;0,335707019328586;0,3662258392675483;0,20286374045406244;0,6309223438481395
273;Jugador_273;Equipo_10;GK;GER;2022/23;36;2857;0;0;0;3,485478423094826;7,072237903746854;934151,0;0,0;0,0;0,0;0,10979806023049854;0,2227866332996909
273;Jugador_273;Equipo_10;GK;GER;2023/24;35;2766;0;0;0;4,037098296956152;8,552916630987317;934151,0;0,0;0,0;0,0;0,13135894675562318;0,27829446738570446
274;Jugador_274;Equipo_08;DEF;ITA;2022/23;29;2374;1;0;1;3,974859610889063;6,973462686385216;917575,0;0,037910699241786014;0,0;0,037910699241786014;0,15068970723673783;0,2643688465773671
274;Jugador_274;Equipo_08;DEF;ITA;2023/24;27;2246;1;2;3;4,733823821443345;9,17079155068191;917575,0;0,04007123775601069;0,08014247551202137;0,12021371326803205;0,18969017984412334;0,3674849686381888
275;Jugador_275;Equipo_01;FWD;FRA;2022/23;27;2361;11;4;15;16,827837491195414;9,088198349711313;1239209,0;0,41931385006353245;0,15247776365946633;0,5717916137229987;0,6414677569706002;0,34643704001440834
275;Jugador_275;Equipo_01;FWD;FRA;2023/24;24;1910;11;4;15;20,443090318172654;6,93984128683024;1239209,0;0,5183246073298429;0,1884816753926702;0,706806282722513;0,9632869783432141;0,3270082281752469
276;Jugador_276;Equipo_03;MID;ENG;2022/23;24;1981;2;4;6;2,926278890493655;9,530802592131707;926808,0;0,09086320040383644;0,18172640080767288;0,2725896012115093;0,1329455326322206;0,43299961296913353
276;Jugador_276;Equipo_03;MID;ENG;2023/24;22;1867;0;5;5;2,680473908396992;9,776471986185953;926808,0;0,0;0,241028387787895;0,241028387787895;0,12921406092968896;0,471281456216784
277;Jugador_277;Equipo_04;MID;POR;2022/23;27;2207;1;4;5;4,238419688646265;13,566739738418462;733334,0;0,04077933846850929;0,16311735387403717;0,20389669234254643;0,17283995105489977;0,5532426717071417
277;Jugador_277;Equipo_04;MID;POR;2023/24;30;2494;6;4;10;9,902447050390567;12,503734669345363;733334,0;0,2165196471531676;0,14434643143544507;0,36086607858861264;0,3573457235505818;0,45121736978391447
278;Jugador_278;Equipo_13;FWD;ARG;2022/23;23;1932;4;4;8;9,847543331655386;8,155325564293065;1340174,0;0,1863354037267081;0,1863354037267081;0,3726708074534162;0,4587364906050646;0,3799064703863229
278;Jugador_278;Equipo_13;FWD;ARG;2023/24;25;1917;9;3;12;16,30790924694982;6,127412926816442;1340174,0;0,4225352112676056;0,14084507042253522;0,5633802816901409;0,7656295421103201;0,28767196839513814
279;Jugador_279;Equipo_10;MID;POR;2022/23;25;2085;4;1;5;6,376784179866294;8,358622671759095;862197,0;0,17266187050359713;0,04316546762589928;0,2158273381294964;0,2752568710733652;0,360803856334925
279;Jugador_279;Equipo_10;MID;POR;2023/24;27;2141;0;5;5;4,1161050933230925;13,395059976144374;862197,0;0,0;0,21018215787015412;0,21018215787015412;0,17302637010699592;0,5630805221172319
280;Jugador_280;Equipo_10;MID;CRO;2022/23;26;2052;2;1;3;4,401455690808617;9,902660293706177;702307,0;0,08771929824561403;0,043859649122807015;0,13157894736842105;0,1930463022284481;0,434327205864306
280;Jugador_280;Equipo_10;MID;CRO;2023/24;23;2005;1;1;2;4,868149998242351;8,281629745637382;702307,0;0,04488778054862842;0,04488778054862842;0,08977556109725685;0,2185204487989085;0,37174397860716424
281;Jugador_281;Equipo_16;MID;ENG;2022/23;30;2336;3;2;5;6,039143013228858;11,715059371384234;428149,0;0,11558219178082191;0,07705479452054795;0,19263698630136986;0,2326724619822762;0,4513507463290159
281;Jugador_281;Equipo_16;MID;ENG;2023/24;31;2577;2;1;3;7,27051117970283;10,094544637060613;428149,0;0,06984866123399301;0,034924330616996506;0,10477299185098952;0,25391773619451097;0,35254521433273384
282;Jugador_282;Equipo_13;GK;NED;2022/23;34;2765;0;0;0;5,048399700582025;6,050512147848328;483430,0;0,0;0,0;0,0;0,16432404088693753;0,19694252922471953
